ID_author,ID_paper,link
574,177,https://scholar.google.com/citations?user=fPcIPt0AAAAJ&hl=de&oi=sra
575,178,https://scholar.google.com/citations?user=6zUHTGsAAAAJ&hl=de&oi=sra
576,178,https://scholar.google.com/citations?user=JmuAC9oAAAAJ&hl=de&oi=sra
577,178,https://scholar.google.com/citations?user=6C8rf-0AAAAJ&hl=de&oi=sra
578,179,https://scholar.google.com/citations?user=HVl7vyEAAAAJ&hl=de&oi=sra
579,179,https://scholar.google.com/citations?user=EidMOuEAAAAJ&hl=de&oi=sra
581,180,https://scholar.google.com/citations?user=jTn0fiAAAAAJ&hl=de&oi=sra
582,180,https://scholar.google.com/citations?user=mu5lLakAAAAJ&hl=de&oi=sra
583,180,https://scholar.google.com/citations?user=s0mCSI0AAAAJ&hl=de&oi=sra
585,180,https://scholar.google.com/citations?user=6bFNhtwAAAAJ&hl=de&oi=sra
587,181,https://scholar.google.com/citations?user=lHfPiwoAAAAJ&hl=de&oi=sra
588,182,https://scholar.google.com/citations?user=aL3MllMAAAAJ&hl=de&oi=sra
590,182,https://scholar.google.com/citations?user=8SK2fPAAAAAJ&hl=de&oi=sra
591,182,https://scholar.google.com/citations?user=H4scGq0AAAAJ&hl=de&oi=sra
592,183,https://scholar.google.com/citations?user=isuFqLIAAAAJ&hl=de&oi=sra
596,184,https://scholar.google.com/citations?user=kyErbUQAAAAJ&hl=de&oi=sra
598,184,https://scholar.google.com/citations?user=-hW6cvgAAAAJ&hl=de&oi=sra
600,186,https://scholar.google.com/citations?user=DuCQ8goAAAAJ&hl=de&oi=sra
604,188,https://scholar.google.com/citations?user=1PoaURIAAAAJ&hl=de&oi=sra
610,190,https://scholar.google.com/citations?user=AEsPCAUAAAAJ&hl=de&oi=sra
612,191,https://scholar.google.com/citations?user=_tB9gGQAAAAJ&hl=de&oi=sra
614,191,https://scholar.google.com/citations?user=SRBn7oUAAAAJ&hl=de&oi=sra
615,191,https://scholar.google.com/citations?user=VZVTOOIAAAAJ&hl=de&oi=sra
616,192,https://scholar.google.com/citations?user=6Cqm0pYAAAAJ&hl=de&oi=sra
617,192,https://scholar.google.com/citations?user=a3rhreoAAAAJ&hl=de&oi=sra
620,193,https://scholar.google.com/citations?user=mUDitLEAAAAJ&hl=de&oi=sra
623,194,https://scholar.google.com/citations?user=ghGDz7MAAAAJ&hl=de&oi=sra
624,194,https://scholar.google.com/citations?user=K5nCPZwAAAAJ&hl=de&oi=sra
625,194,https://scholar.google.com/citations?user=SfKdzrUAAAAJ&hl=de&oi=sra
626,195,https://scholar.google.com/citations?user=s0YmMPcAAAAJ&hl=de&oi=sra
629,195,https://scholar.google.com/citations?user=xJhN7QcAAAAJ&hl=de&oi=sra
630,197,https://scholar.google.com/citations?user=CQ1cqKkAAAAJ&hl=de&oi=sra
631,197,https://scholar.google.com/citations?user=xBvFANIAAAAJ&hl=de&oi=sra
636,199,https://scholar.google.com/citations?user=Rtg5ZY8AAAAJ&hl=de&oi=sra
639,200,https://scholar.google.com/citations?user=khwCkXMAAAAJ&hl=de&oi=sra
641,200,https://scholar.google.com/citations?user=SxQQ1msAAAAJ&hl=de&oi=sra
642,200,https://scholar.google.com/citations?user=9QuMhLgAAAAJ&hl=de&oi=sra
643,201,https://scholar.google.com/citations?user=m_HgJe0AAAAJ&hl=de&oi=sra
646,202,https://scholar.google.com/citations?user=njimSk7PFFsC&hl=de&oi=sra
648,203,https://scholar.google.com/citations?user=xjrX2qAAAAAJ&hl=de&oi=sra
649,203,https://scholar.google.com/citations?user=1Jo0EmIAAAAJ&hl=de&oi=sra
652,204,https://scholar.google.com/citations?user=C0Xc3dYAAAAJ&hl=de&oi=sra
653,204,https://scholar.google.com/citations?user=FGIZfyQAAAAJ&hl=de&oi=sra
658,206,https://scholar.google.com/citations?user=AAJjmoIAAAAJ&hl=de&oi=sra
660,207,https://scholar.google.com/citations?user=gulD9fwAAAAJ&hl=de&oi=sra
661,207,https://scholar.google.com/citations?user=w951T-EAAAAJ&hl=de&oi=sra
662,208,https://scholar.google.com/citations?user=IHYB7nQAAAAJ&hl=de&oi=sra
663,208,https://scholar.google.com/citations?user=4dzbEUYAAAAJ&hl=de&oi=sra
670,210,https://scholar.google.com/citations?user=wW00MTkAAAAJ&hl=de&oi=sra
673,211,https://scholar.google.com/citations?user=zir09KwAAAAJ&hl=de&oi=sra
675,211,https://scholar.google.com/citations?user=UXh1I6UAAAAJ&hl=de&oi=sra
677,212,https://scholar.google.com/citations?user=rYsjwZgAAAAJ&hl=de&oi=sra
678,212,https://scholar.google.com/citations?user=hYtGXD0AAAAJ&hl=de&oi=sra
680,214,https://scholar.google.com/citations?user=g1Yi4QMAAAAJ&hl=de&oi=sra
683,214,https://scholar.google.com/citations?user=YC4UDngAAAAJ&hl=de&oi=sra
686,216,https://scholar.google.com/citations?user=9C8u-wUAAAAJ&hl=de&oi=sra
690,217,https://scholar.google.com/citations?user=fzM8jcwAAAAJ&hl=de&oi=sra
691,217,https://scholar.google.com/citations?user=0VFxZy0AAAAJ&hl=de&oi=sra
694,218,https://scholar.google.com/citations?user=xQOD9c8AAAAJ&hl=de&oi=sra
695,219,https://scholar.google.com/citations?user=2opu1SsAAAAJ&hl=de&oi=sra
696,219,https://scholar.google.com/citations?user=ct3WjtoAAAAJ&hl=de&oi=sra
700,221,https://scholar.google.com/citations?user=l-HhJaUAAAAJ&hl=de&oi=sra
706,223,https://scholar.google.com/citations?user=FtH3CW4AAAAJ&hl=de&oi=sra
707,224,https://scholar.google.com/citations?user=m77by5QAAAAJ&hl=de&oi=sra
709,224,https://scholar.google.com/citations?user=Rgo8sgUAAAAJ&hl=de&oi=sra
711,225,https://scholar.google.com/citations?user=GDBRS6QAAAAJ&hl=de&oi=sra
714,225,https://scholar.google.com/citations?user=lSvqKPkAAAAJ&hl=de&oi=sra
715,226,https://scholar.google.com/citations?user=2gwDYt4AAAAJ&hl=de&oi=sra
716,226,https://scholar.google.com/citations?user=mKQ8rYMAAAAJ&hl=de&oi=sra
717,226,https://scholar.google.com/citations?user=mGF6p48AAAAJ&hl=de&oi=sra
720,229,https://scholar.google.com/citations?user=1n9W1mEAAAAJ&hl=de&oi=sra
723,229,https://scholar.google.com/citations?user=wvBKK1wAAAAJ&hl=de&oi=sra
724,230,https://scholar.google.com/citations?user=1joiJpUAAAAJ&hl=de&oi=sra
732,232,https://scholar.google.com/citations?user=avYm6V8AAAAJ&hl=de&oi=sra
736,233,https://scholar.google.com/citations?user=LIJQ_ZYAAAAJ&hl=de&oi=sra
737,233,https://scholar.google.com/citations?user=0tLCTHYAAAAJ&hl=de&oi=sra
742,234,https://scholar.google.com/citations?user=vfT6-XIAAAAJ&hl=de&oi=sra
